N,X,Y,Z,V
53,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
54,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
55,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
56,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
57,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
58,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
59,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
60,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
61,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
62,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
63,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
64,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
65,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
66,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
67,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
68,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
69,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
70,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
71,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
72,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
73,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
74,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
75,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
76,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
77,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
78,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
79,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
80,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
81,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
82,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
83,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
84,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
85,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
86,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
87,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
88,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
89,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
90,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
91,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
92,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
93,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
94,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
95,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
96,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
97,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
98,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
99,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
100,0.24999999999999667,0.004901960784313614,0.25000000000000105,0.4950980392156886
