alpha,X,Y,Z,W'
0.27,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.28,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.29,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.31,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.32,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.33,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.34,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.35,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.36,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.37,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.38,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.39,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.41,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.42,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.43,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.44,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.45,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.46,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.47,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.48,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.49,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.51,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.52,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.53,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.54,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.55,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.56,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.57,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.58,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.59,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.61,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.62,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.63,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.64,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.65,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.66,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.67,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.68,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.69,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.71,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.72,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.73,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.74,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.75,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.76,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.77,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.78,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.79,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.81,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.82,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.83,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.84,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.85,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.86,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.87,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.88,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.89,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.91,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.92,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.93,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.94,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.95,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.96,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.97,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.98,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
0.99,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.01,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.02,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.03,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.04,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.05,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.06,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.07,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.08,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.09,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.11,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.12,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.13,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.14,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.15,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.16,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.17,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.18,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.19,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.21,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.22,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.23,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.24,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
1.25,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
