c,X,Y,Z,W'
4.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
4.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.1,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9.9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
10.0,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
