c,X,Y,Z,V
7.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
7.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
8.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
9.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
10.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
