c,X,Y,Z,V,W
4.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
5.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
6.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
7.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
8.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
9.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
10.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
