c,X,Y,Z,W
6.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
7.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
8.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
9.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
10.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
