fines,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,U,V,W
1.7,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
1.8,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
1.9,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.0,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.1,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.2,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.3,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.4,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.5,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.6,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.7,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.8,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
2.9,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.0,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.1,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.2,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.3,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.4,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.5,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.6,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.7,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.8,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
3.9,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.0,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.1,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.2,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.3,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.4,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.5,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.6,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.7,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.8,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
4.9,9.111573528663226e-16,9.617772058033406e-16,1.6704551469215912e-15,9.95523774428019e-16,5.061985293701793e-16,0.49999999999985767,1.5493049655589951e-13,0.49999999999985767,1.2471044435249983e-13
