N,X,Y,Z,V'
30,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
31,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
32,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
33,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
34,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
35,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
36,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
37,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
38,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
39,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
40,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
41,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
42,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
43,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
44,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
45,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
46,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
47,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
48,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
49,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
50,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
51,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
52,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
53,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
54,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
55,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
56,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
57,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
58,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
59,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
60,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
61,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
62,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
63,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
64,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
65,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
66,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
67,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
68,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
69,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
70,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
71,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
72,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
73,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
74,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
75,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
76,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
77,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
78,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
79,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
80,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
81,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
82,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
83,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
84,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
85,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
86,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
87,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
88,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
89,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
90,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
91,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
92,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
93,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
94,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
95,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
96,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
97,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
98,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
99,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
100,0.24999999999999628,0.25000000000000117,0.2500000000000012,0.2500000000000012
