omega,X,Y,R
-102,0.3333333333333335,0.33333333333333326,0.33333333333333337
-103,0.3333333333333335,0.33333333333333326,0.33333333333333337
-104,0.3333333333333335,0.33333333333333326,0.33333333333333337
-105,0.3333333333333335,0.33333333333333326,0.33333333333333337
-106,0.3333333333333335,0.33333333333333326,0.33333333333333337
-107,0.3333333333333335,0.33333333333333326,0.33333333333333337
-108,0.3333333333333335,0.33333333333333326,0.33333333333333337
-109,0.3333333333333335,0.33333333333333326,0.33333333333333337
-110,0.3333333333333335,0.33333333333333326,0.33333333333333337
-111,0.3333333333333335,0.33333333333333326,0.33333333333333337
-112,0.3333333333333335,0.33333333333333326,0.33333333333333337
-113,0.3333333333333335,0.33333333333333326,0.33333333333333337
-114,0.3333333333333335,0.33333333333333326,0.33333333333333337
-115,0.3333333333333335,0.33333333333333326,0.33333333333333337
-116,0.3333333333333335,0.33333333333333326,0.33333333333333337
-117,0.3333333333333335,0.33333333333333326,0.33333333333333337
-118,0.3333333333333335,0.33333333333333326,0.33333333333333337
-119,0.3333333333333335,0.33333333333333326,0.33333333333333337
-120,0.3333333333333335,0.33333333333333326,0.33333333333333337
-121,0.3333333333333335,0.33333333333333326,0.33333333333333337
-122,0.3333333333333335,0.33333333333333326,0.33333333333333337
-123,0.3333333333333335,0.33333333333333326,0.33333333333333337
-124,0.3333333333333335,0.33333333333333326,0.33333333333333337
-125,0.3333333333333335,0.33333333333333326,0.33333333333333337
-126,0.3333333333333335,0.33333333333333326,0.33333333333333337
-127,0.3333333333333335,0.33333333333333326,0.33333333333333337
-128,0.3333333333333335,0.33333333333333326,0.33333333333333337
-129,0.3333333333333335,0.33333333333333326,0.33333333333333337
-130,0.3333333333333335,0.33333333333333326,0.33333333333333337
-131,0.3333333333333335,0.33333333333333326,0.33333333333333337
-132,0.3333333333333335,0.33333333333333326,0.33333333333333337
-133,0.3333333333333335,0.33333333333333326,0.33333333333333337
-134,0.3333333333333335,0.33333333333333326,0.33333333333333337
-135,0.3333333333333335,0.33333333333333326,0.33333333333333337
-136,0.3333333333333335,0.33333333333333326,0.33333333333333337
-137,0.3333333333333335,0.33333333333333326,0.33333333333333337
-138,0.3333333333333335,0.33333333333333326,0.33333333333333337
-139,0.3333333333333335,0.33333333333333326,0.33333333333333337
-140,0.3333333333333335,0.33333333333333326,0.33333333333333337
-141,0.3333333333333335,0.33333333333333326,0.33333333333333337
-142,0.3333333333333335,0.33333333333333326,0.33333333333333337
-143,0.3333333333333335,0.33333333333333326,0.33333333333333337
-144,0.3333333333333335,0.33333333333333326,0.33333333333333337
-145,0.3333333333333335,0.33333333333333326,0.33333333333333337
-146,0.3333333333333335,0.33333333333333326,0.33333333333333337
-147,0.3333333333333335,0.33333333333333326,0.33333333333333337
-148,0.3333333333333335,0.33333333333333326,0.33333333333333337
-149,0.3333333333333335,0.33333333333333326,0.33333333333333337
-150,0.3333333333333335,0.33333333333333326,0.33333333333333337
